query,time1,time2,time3,time4,time5
1,5.181037902832031,0.2610201835632324,0.4133577346801758,1.8072941303253174,0.6340267658233643
2,15.723119020462036,3.035991668701172,3.103087902069092,2.6928389072418213,2.797734022140503
3,0.12008023262023926,0.01702594757080078,0.016842126846313477,0.01685500144958496,0.016347169876098633
4,19.643597841262817,0.8911988735198975,0.767158031463623,0.9929459095001221,0.6967658996582031
5,0.9080030918121338,0.34264707565307617,0.32704901695251465,0.6620478630065918,1.1808767318725586
6,0.3625800609588623,0.2215747833251953,0.2598710060119629,0.23827791213989258,0.8390710353851318
7,3.850001811981201,0.5030770301818848,0.31097912788391113,0.22574090957641602,0.24007606506347656
8,0.9366357326507568,0.6597120761871338,0.7810211181640625,0.5524768829345703,0.6487867832183838
9,3.182210683822632,3.3575496673583984,3.0189521312713623,3.0664820671081543,3.161870241165161
10,12.673213958740234,12.637915849685669,17.065320014953613,15.61757493019104,14.809966087341309
11,1.401822805404663,0.8390531539916992,0.7862651348114014,0.5687301158905029,0.7983758449554443
12,0.1394660472869873,0.13095903396606445,0.10589313507080078,0.11831283569335938,0.17661714553833008
13,0.24223828315734863,0.15504693984985352,0.15872788429260254,0.17624402046203613,0.266082763671875
15,0.1505591869354248,0.09040498733520508,0.0869748592376709,0.1309051513671875,0.08238792419433594
16,0.372952938079834,0.16680908203125,0.16056084632873535,0.15271306037902832,0.1839771270751953
17,0.3615539073944092,0.23157787322998047,0.21210908889770508,0.21269011497497559,0.218796968460083
18,0.39385485649108887,0.4873683452606201,0.6828041076660156,0.3217008113861084,0.42881202697753906
19,0.08519291877746582,0.08929204940795898,0.09384679794311523,0.07638788223266602,0.07454419136047363
20,0.09515094757080078,0.10345005989074707,0.10069894790649414,0.09765791893005371,0.08435201644897461
21,0.16841387748718262,0.07634687423706055,0.07767510414123535,0.07909512519836426,0.07062602043151855
22,4.360897064208984,3.4450721740722656,3.577737808227539,3.8593640327453613,4.160632848739624
23,17.505769968032837,11.951803922653198,10.57266879081726,9.721529960632324,8.971346855163574
24,0.45491504669189453,0.40268492698669434,0.40185022354125977,0.4202728271484375,0.3616189956665039
25,0.5922679901123047,0.1794898509979248,0.17932796478271484,0.18070411682128906,0.1814727783203125
26,1.2496352195739746,1.186542272567749,1.2653028964996338,1.311262845993042,1.3660430908203125
27,0.28702878952026367,0.2502739429473877,0.2460470199584961,0.26288414001464844,0.24569201469421387
28,1.146043062210083,1.1267290115356445,1.1402509212493896,1.1520721912384033,1.1134889125823975
29,0.18616509437561035,0.15364503860473633,0.160078763961792,0.15157008171081543,0.13840484619140625
30,0.36359286308288574,0.1560680866241455,0.15326476097106934,0.15616774559020996,0.1408681869506836
31,1.087662935256958,0.6515541076660156,0.5346901416778564,0.6791849136352539,0.5340590476989746
32,0.031697988510131836,0.020282983779907227,0.018127918243408203,0.01818680763244629,0.01811695098876953
33,0.35068702697753906,0.26860618591308594,0.2896730899810791,0.3557281494140625,0.3012659549713135
34,0.16666817665100098,0.1690959930419922,0.13736701011657715,0.14481496810913086,0.12667584419250488
35,0.49773502349853516,0.46202921867370605,0.743048906326294,0.34291601181030273,0.3550112247467041
36,0.2431778907775879,0.23175597190856934,0.19893598556518555,0.23438692092895508,0.21352386474609375
37,0.020988941192626953,0.008566856384277344,0.008913040161132812,0.01043391227722168,0.00840902328491211
38,0.6617641448974609,0.606741189956665,0.6314079761505127,0.6281311511993408,0.5766129493713379
39,0.4387490749359131,0.4174771308898926,0.3914070129394531,0.39079713821411133,0.41113901138305664
40,0.14080095291137695,0.0756521224975586,0.07275629043579102,0.06523799896240234,0.0643460750579834
41,0.04022407531738281,0.030922889709472656,0.02948594093322754,0.029295921325683594,0.029141902923583984
42,0.0420229434967041,0.044732093811035156,0.03189802169799805,0.033721923828125,0.028558969497680664
43,0.2186899185180664,0.21495795249938965,0.2297959327697754,0.18420815467834473,0.1892087459564209
44,0.29471588134765625,0.26070690155029297,0.2585458755493164,0.25629401206970215,0.25435400009155273
45,0.27040910720825195,0.2818179130554199,0.2545328140258789,0.2651479244232178,0.2670750617980957
46,0.21094226837158203,0.21006202697753906,0.2073991298675537,0.197890043258667,0.17905616760253906
47,1.532210350036621,1.3716142177581787,1.3098289966583252,1.7472360134124756,2.9194719791412354
48,0.2568387985229492,0.20946502685546875,0.2161550521850586,0.24298715591430664,0.20549607276916504
49,0.08176016807556152,0.034787893295288086,0.04067087173461914,0.03950381278991699,0.045342206954956055
50,0.07079815864562988,0.04402780532836914,0.04470491409301758,0.04510617256164551,0.04604601860046387
51,0.8970627784729004,1.020653247833252,0.7191867828369141,0.6528489589691162,0.6530399322509766
52,0.04613780975341797,0.05102419853210449,0.0405731201171875,0.03480887413024902,0.033171892166137695
53,0.16034698486328125,0.13690781593322754,0.1405940055847168,0.13999414443969727,0.1349499225616455
54,0.2652740478515625,0.2262868881225586,0.18084192276000977,0.1734449863433838,0.15180420875549316
55,0.052536964416503906,0.051599740982055664,0.03302502632141113,0.03646707534790039,0.03444719314575195
56,0.41518092155456543,0.3033287525177002,0.29955482482910156,0.30112576484680176,0.301210880279541
57,0.9511489868164062,0.7975530624389648,0.7592830657958984,0.731511116027832,0.7016880512237549
58,0.3128960132598877,0.474534273147583,0.27678799629211426,0.2607550621032715,0.24478793144226074
59,0.6170239448547363,0.6169247627258301,0.5939240455627441,0.6231250762939453,0.5746498107910156
60,0.576469898223877,0.5414659976959229,0.5529048442840576,0.5363109111785889,0.5455420017242432
61,0.0940999984741211,0.036650896072387695,0.04235506057739258,0.04477405548095703,0.043898820877075195
62,0.3591182231903076,0.188338041305542,0.21732401847839355,0.19633793830871582,0.18555593490600586
63,0.13393259048461914,0.08774781227111816,0.11126494407653809,0.0777289867401123,0.0891869068145752
64,0.6106569766998291,0.4139282703399658,0.42021989822387695,0.4179971218109131,0.4167637825012207
65,0.32266807556152344,0.2839040756225586,0.325603723526001,0.2891221046447754,0.25322508811950684
66,0.3795449733734131,0.20984506607055664,0.18703675270080566,0.24871397018432617,0.1634378433227539
67,5.784502029418945,5.522001266479492,5.50612211227417,6.1445488929748535,5.7291319370269775
68,0.1499340534210205,0.1421680450439453,0.1354687213897705,0.17548108100891113,0.11681103706359863
69,0.5009181499481201,0.31926774978637695,0.252551794052124,0.20560884475708008,1.208197832107544
70,0.26096582412719727,0.21700406074523926,0.26163291931152344,0.2447659969329834,0.41025209426879883
71,0.09088301658630371,0.0793309211730957,0.08276724815368652,0.08600807189941406,0.0761411190032959
