QueryNo,avg_1gb,avg_2gb,avg_5gb,avg_10gb
1,5.181037902832031,4.542758941650391,2.8578600883483887,27.925536155700684
2,15.723119020462036,20.459758281707764,141.67653512954712,241.57533717155457
3,0.1200802326202392,1.875101089477539,5.653978109359741,3.908838272094727
4,19.643597841262817,14.952735900878906,155.95257878303528,402.3197700977325
5,0.9080030918121338,5.150846004486084,32.5420777797699,181.7315299510956
6,0.3625800609588623,1.5467917919158936,77.36116790771484,86.45165205001831
7,3.850001811981201,7.179868698120117,8.292989015579224,11.780093908309937
8,0.9366357326507568,1.8424360752105715,2.931800127029419,69.27113389968872
9,3.182210683822632,6.848087787628174,16.78757405281067,664.4421103000641
10,12.673213958740234,30.91318726539612,108.15175914764404,284.7054581642151
11,1.401822805404663,4.897770881652832,58.36598300933838,197.5208950042725
12,0.1394660472869873,0.425015926361084,5.964293956756592,1.2759909629821775
13,0.2422382831573486,1.2451791763305664,3.5016441345214844,59.459415912628174
14,5.425714015960693,61.11545586585999,401.1364748477936,947.86798787117
15,0.1505591869354248,0.4479401111602783,29.690250158309937,49.94302701950073
16,0.372952938079834,0.8257579803466797,5.390532732009888,73.29262900352478
17,0.3615539073944092,1.0175459384918213,6.386687994003296,56.17653918266296
18,0.3938548564910888,1.8256349563598635,4.765326976776123,49.1021089553833
19,0.0851929187774658,0.3516218662261963,1.4259493350982666,3.500499963760376
20,0.0951509475708007,0.1569528579711914,0.3345751762390136,17.072890758514404
21,0.1684138774871826,5.884480714797974,2.368705034255981,3.701597213745117
22,4.360897064208984,4.680071115493774,4.9627838134765625,12.343262910842896
23,17.505769968032837,40.92147302627564,596.7965059280396,1424.581785917282
24,0.4549150466918945,2.3684232234954834,36.30772089958191,170.83400177955627
25,0.5922679901123047,2.266695261001587,27.97226595878601,58.950767040252686
26,1.2496352195739746,2.6285908222198486,4.754050731658936,5.776571035385132
27,0.2870287895202636,0.9513568878173828,26.66232204437256,70.84482884407043
28,1.146043062210083,2.7615652084350586,126.90303802490234,369.8197157382965
29,0.1861650943756103,1.4211862087249756,12.25260329246521,45.4360740184784
30,0.3635928630828857,0.5347006320953369,1.5561652183532717,5.22611403465271
31,1.087662935256958,4.418118953704834,54.57466387748718,250.88283610343933
32,0.0316979885101318,0.2417302131652832,1.2179031372070312,2.763000249862671
33,0.350687026977539,1.4242150783538818,35.21430706977844,163.07294416427612
34,0.1666681766510009,0.6002612113952637,37.19809985160828,46.369438886642456
35,0.4977350234985351,1.64843487739563,40.3524329662323,214.463210105896
36,0.2431778907775879,0.3729550838470459,48.12777805328369,66.87795400619507
37,0.0209889411926269,0.9075288772583008,0.8118560314178467,1.5719869136810305
38,0.6617641448974609,3.3056507110595703,60.70960307121277,150.75377583503723
39,0.4387490749359131,2.885019063949585,3.593952178955078,6.852631092071533
