QueryNo,avg_1gb,avg_2gb,avg_5gb,avg_10gb
88,0.7597733020782471,1.4392710685729981,2.8831578731536864,660.6604004383087
89,0.14358916282653805,0.15547976493835447,0.5378376483917237,103.0063856601715
90,0.14852414131164543,0.1627626895904541,4.497055435180664,9.475929927825927
91,0.04439148902893062,0.10361604690551754,0.41132550239562987,1.5480791091918946
92,0.007684469223022419,0.03823838233947748,0.06924247741699213,0.15565829277038573
93,0.05593338012695308,0.17225894927978513,0.89165358543396,4.881398439407349
94,0.14872436523437496,0.23147983551025392,0.9750471591949463,3.344630813598633
95,0.4540560245513916,1.7671094417572022,1.0864547729492187,2.0693939208984373
96,0.09179940223693844,0.20280542373657218,5.610430145263672,90.47998838424682
97,0.39360790252685546,0.7293792247772217,62.80648736953735,131.46031999588013
98,0.11361837387084957,0.14758839607238766,0.4291072845458984,6.067457056045532
99,0.503752613067627,0.39415435791015624,5.121587610244751,50.25120882987976
