QueryNo,avg_1gb,avg_2gb,avg_5gb,avg_10gb
1,0.7789247035980225,0.6115972995758057,0.845893144607544,3.255189836025238
2,2.907413125038147,5.506024658679962,96.84654158353806,171.16042524576187
3,0.0167675614356994,0.03582596778869625,0.10501110553741451,0.07475334405899045
4,0.8370171785354614,1.50292307138443,66.08488029241562,296.57117080688477
5,0.6281551718711853,0.5621485114097595,133.33901292085648,162.024231672287
6,0.38969868421554565,0.3341175317764282,2.700086236000061,76.53836768865585
7,0.3199682831764221,3.863684892654419,4.211481273174286,3.3265637159347534
8,0.6604992151260376,0.5086424350738525,1.0402754545211792,72.02907145023346
9,3.151213526725769,6.420603692531586,13.055172741413116,723.5342145562172
10,15.032694220542908,26.649956464767456,153.61627680063248,258.18453538417816
11,0.748106062412262,0.7698226571083069,29.0989630818367,172.99910455942154
12,0.1329455375671386,0.08226698637008663,0.9871888756752014,0.1934278011322021
13,0.18902540206909177,0.26899755001068115,0.6172652244567871,79.06545442342758
14,2.5278868079185486,5.025983452796936,285.84077125787735,861.0638642311096
15,0.09766823053359981,0.13016599416732783,0.3236522674560547,41.75355929136276
16,0.16601502895355222,0.1954294443130493,0.5103342533111572,91.74076855182648
17,0.21879351139068598,0.12989121675491327,0.44213104248046875,44.014550507068634
18,0.4801713228225708,0.28010827302932734,0.7540127038955688,47.21181672811508
19,0.08351773023605344,0.08099627494812009,0.15437906980514526,0.13950073719024653
20,0.09653973579406736,0.10242795944213864,0.27249920368194575,1.290067970752716
21,0.07593578100204462,0.06460773944854732,0.15892672538757321,1.0306211709976196
22,3.7607017159461975,3.9246629476547237,4.154759109020233,3.469978988170624
23,10.30433738231659,27.682781517505646,415.0686281323433,1504.661489188671
24,0.3966067433357239,0.4819906949996948,18.508204698562622,148.77873027324677
25,0.18024867773056027,0.15189510583877558,0.34831368923187256,24.39515095949173
26,1.2822877764701843,2.340458869934082,2.5163835287094116,2.275637686252594
27,0.2512242794036865,0.3766781687736511,24.274377465248108,66.567862033844
28,1.1331352591514587,2.3112608790397644,102.64760720729828,241.62873059511185
29,0.1509246826171875,0.2625245451927185,14.252420961856842,81.73066240549088
30,0.1515921950340271,0.11369109153747553,0.17561942338943476,0.8162949681282043
